+-------------------------------------------------------+
|                       Zipf's law                      |
+----------------------------+-------+-------+----------+
|            word            |  rank | count | constant |
|          j’arrive          |  3223 |   4   |  12892   |
|           vendre           |  3224 |   4   |  12896   |
|            tire            |  3225 |   4   |  12900   |
|           misère           |  3226 |   4   |  12904   |
|          cruelle           |  3227 |   4   |  12908   |
|           vaincu           |  3228 |   4   |  12912   |
|         mauvaises          |  3229 |   4   |  12916   |
|           compté           |  3230 |   4   |  12920   |
|         impassible         |  3231 |   4   |  12924   |
|        gémissement         |  3232 |   4   |  12928   |
|          mourrai           |  3233 |   4   |  12932   |
|          qu’après          |  3234 |   4   |  12936   |
|           statue           |  3235 |   4   |  12940   |
|           apprit           |  3236 |   4   |  12944   |
|           colère           |  3237 |   4   |  12948   |
|         l’adresse          |  3238 |   4   |  12952   |
|         poursuivit         |  3239 |   4   |  12956   |
|            n’as            |  3240 |   4   |  12960   |
|           eutil            |  3241 |   4   |  12964   |
|           court            |  3242 |   4   |  12968   |
|          berceau           |  3243 |   4   |  12972   |
|           genou            |  3244 |   4   |  12976   |
|          serions           |  3245 |   4   |  12980   |
|           épuisé           |  3246 |   4   |  12984   |
|         n’étaient          |  3247 |   4   |  12988   |
|           rival            |  3248 |   4   |  12992   |
|           ajouté           |  3249 |   4   |  12996   |
|        remplissant         |  3250 |   4   |  13000   |
|          trouble           |  3251 |   4   |  13004   |
|          perdait           |  3252 |   4   |  13008   |
|          ivrogne           |  3253 |   4   |  13012   |
|          envieux           |  3254 |   4   |  13016   |
|          aveugle           |  3255 |   4   |  13020   |
|           seront           |  3256 |   4   |  13024   |
|          eussent           |  3257 |   4   |  13028   |
|          retombé           |  3258 |   4   |  13032   |
|          cherchez          |  3259 |   4   |  13036   |
|         trouverez          |  3260 |   4   |  13040   |
|            tue             |  3261 |   4   |  13044   |
|            m’y             |  3262 |   4   |  13048   |
|           seras            |  3263 |   4   |  13052   |
|          manquer           |  3264 |   4   |  13056   |
|          vouliez           |  3265 |   4   |  13060   |
|        tranquilles         |  3266 |   4   |  13064   |
|          retomber          |  3267 |   4   |  13068   |
|         comprenait         |  3268 |   4   |  13072   |
|         vingtaine          |  3269 |   4   |  13076   |
|          préparé           |  3270 |   4   |  13080   |
|         balustrade         |  3271 |   4   |  13084   |
|           noces            |  3272 |   4   |  13088   |
|          accordé           |  3273 |   4   |  13092   |
|          arrivant          |  3274 |   4   |  13096   |
|          courait           |  3275 |   4   |  13100   |
|           désirs           |  3276 |   4   |  13104   |
|           futil            |  3277 |   4   |  13108   |
|         sensation          |  3278 |   4   |  13112   |
|          voyaient          |  3279 |   4   |  13116   |
|          sommeil           |  3280 |   4   |  13120   |
|          charmant          |  3281 |   4   |  13124   |
|           pâleur           |  3282 |   4   |  13128   |
|           beauté           |  3283 |   4   |  13132   |
|           placer           |  3284 |   4   |  13136   |
|           trente           |  3285 |   4   |  13140   |
|          émotion           |  3286 |   4   |  13144   |
|           perdit           |  3287 |   4   |  13148   |
|           d’hier           |  3288 |   4   |  13152   |
|           devina           |  3289 |   4   |  13156   |
|         inattendu          |  3290 |   4   |  13160   |
|         bouleversé         |  3291 |   4   |  13164   |
|           s’être           |  3292 |   4   |  13168   |
|          partons           |  3293 |   4   |  13172   |
|          retentit          |  3294 |   4   |  13176   |
|           rumeur           |  3295 |   4   |  13180   |
|        promptement         |  3296 |   4   |  13184   |
|            ému             |  3297 |   4   |  13188   |
|         précipita          |  3298 |   4   |  13192   |
|        catastrophe         |  3299 |   4   |  13196   |
|          disparut          |  3300 |   4   |  13200   |
|           versa            |  3301 |   4   |  13204   |
|       l’arrestation        |  3302 |   4   |  13208   |
|          manières          |  3303 |   4   |  13212   |
|          solidité          |  3304 |   4   |  13216   |
|         attendons          |  3305 |   4   |  13220   |
|        conspirateur        |  3306 |   4   |  13224   |
|          enchanté          |  3307 |   4   |  13228   |
|          évanoui           |  3308 |   4   |  13232   |
|          relâché           |  3309 |   4   |  13236   |
|          jusquelà          |  3310 |   4   |  13240   |
|          tournure          |  3311 |   4   |  13244   |
|           envie            |  3312 |   4   |  13248   |
|         pareilles          |  3313 |   4   |  13252   |
|          l’orage           |  3314 |   4   |  13256   |
|         rendezvous         |  3315 |   4   |  13260   |
|       aristocratique       |  3316 |   4   |  13264   |
|         magistrats         |  3317 |   4   |  13268   |
|         officiers          |  3318 |   4   |  13272   |
|           maudit           |  3319 |   4   |  13276   |
|       naturellement        |  3320 |   4   |  13280   |
|          nageant           |  3321 |   4   |  13284   |
|         souvenirs          |  3322 |   4   |  13288   |
|         l’opinion          |  3323 |   4   |  13292   |
|           bravo            |  3324 |   4   |  13296   |
|           vieil            |  3325 |   4   |  13300   |
|          royaume           |  3326 |   4   |  13304   |
|           procès           |  3327 |   4   |  13308   |
|           souper           |  3328 |   4   |  13312   |
|          bourreau          |  3329 |   4   |  13316   |
|          ambition          |  3330 |   4   |  13320   |
|         éloquence          |  3331 |   4   |  13324   |
|          qu’avec           |  3332 |   4   |  13328   |
|          l’effet           |  3333 |   4   |  13332   |
|           appuyé           |  3334 |   4   |  13336   |
|          instants          |  3335 |   4   |  13340   |
|          pourrai           |  3336 |   4   |  13344   |
|           habile           |  3337 |   4   |  13348   |
|        l’influence         |  3338 |   4   |  13352   |
|         donnezmoi          |  3339 |   4   |  13356   |
|           liasse           |  3340 |   4   |  13360   |
|           bureau           |  3341 |   4   |  13364   |
|           hardi            |  3342 |   4   |  13368   |
|         rendeznous         |  3343 |   4   |  13372   |
|       l’intelligence       |  3344 |   4   |  13376   |
|          prévenus          |  3345 |   4   |  13380   |
|          briller           |  3346 |   4   |  13384   |
|          épouser           |  3347 |   4   |  13388   |
|           aider            |  3348 |   4   |  13392   |
|           bague            |  3349 |   4   |  13396   |
|          comptais          |  3350 |   4   |  13400   |
|            fus             |  3351 |   4   |  13404   |
|          estelle           |  3352 |   4   |  13408   |
|         serviteur          |  3353 |   4   |  13412   |
|          barrière          |  3354 |   4   |  13416   |
|          secrets           |  3355 |   4   |  13420   |
|       d’instruction        |  3356 |   4   |  13424   |
|          étendit           |  3357 |   4   |  13428   |
|        précipitait         |  3358 |   4   |  13432   |
|         s’arrêter          |  3359 |   4   |  13436   |
|        d’espérance         |  3360 |   4   |  13440   |
|          serrure           |  3361 |   4   |  13444   |
|          torches           |  3362 |   4   |  13448   |
|           rouler           |  3363 |   4   |  13452   |
